title,url
Atomic Layer Deposision (Oxford FlexAL),https://wiki.nanofab.ucsb.edu/wiki/Atomic_Layer_Deposision_(Oxford_FlexAL)
Atomic Layer Deposition (Oxford FlexAL),https://wiki.nanofab.ucsb.edu/wiki/Atomic_Layer_Deposition_(Oxford_FlexAL)
Atomic Layer Deposition Recipes,https://wiki.nanofab.ucsb.edu/wiki/Atomic_Layer_Deposition_Recipes
Automated Coat/Develop System (S-Cubed Flexi),https://wiki.nanofab.ucsb.edu/wiki/Automated_Coat/Develop_System_(S-Cubed_Flexi)
Automated Wafer Cleaver (Loomis LSD-155LT),https://wiki.nanofab.ucsb.edu/wiki/Automated_Wafer_Cleaver_(Loomis_LSD-155LT)
Autostep 200 Mask Making Guidance,https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance
Autostep 200 Old training manual,https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Old_training_manual
Autostep 200 Troubleshooting and Recovery,https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Troubleshooting_and_Recovery
Autostep 200 User Accessible Commands,https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_User_Accessible_Commands
Biljana Stamenic,https://wiki.nanofab.ucsb.edu/wiki/Biljana_Stamenic
Bill Millerski,https://wiki.nanofab.ucsb.edu/wiki/Bill_Millerski
Bill Mitchell,https://wiki.nanofab.ucsb.edu/wiki/Bill_Mitchell
Brian Lingg,https://wiki.nanofab.ucsb.edu/wiki/Brian_Lingg
Brian Thibeault,https://wiki.nanofab.ucsb.edu/wiki/Brian_Thibeault
CAD and Photomask Layout,https://wiki.nanofab.ucsb.edu/wiki/CAD_and_Photomask_Layout
CAIBE (Oxford Ion Mill),https://wiki.nanofab.ucsb.edu/wiki/CAIBE_(Oxford_Ion_Mill)
CC-PRIME OnBoarding 2022-08,https://wiki.nanofab.ucsb.edu/wiki/CC-PRIME_OnBoarding_2022-08
CDE ResMap Quick-Start instructions,https://wiki.nanofab.ucsb.edu/wiki/CDE_ResMap_Quick-Start_instructions
COVID-19 User Policies,https://wiki.nanofab.ucsb.edu/wiki/COVID-19_User_Policies
Calculators + Utilities,https://wiki.nanofab.ucsb.edu/wiki/Calculators_%2B_Utilities
Chemical List,https://wiki.nanofab.ucsb.edu/wiki/Chemical_List
Chemical List - OLD 2018-09-05,https://wiki.nanofab.ucsb.edu/wiki/Chemical_List_-_OLD_2018-09-05
Chemical-Mechanical Polisher (Logitech),https://wiki.nanofab.ucsb.edu/wiki/Chemical-Mechanical_Polisher_(Logitech)
Claudia Gutierrez,https://wiki.nanofab.ucsb.edu/wiki/Claudia_Gutierrez
"Comparison of ash rate for different gas mixtures, especially between O2 only vs O2/N2 mixture.","https://wiki.nanofab.ucsb.edu/wiki/Comparison_of_ash_rate_for_different_gas_mixtures,_especially_between_O2_only_vs_O2/N2_mixture."
Contact Aligner (SUSS MA-6),https://wiki.nanofab.ucsb.edu/wiki/Contact_Aligner_(SUSS_MA-6)
Contact Alignment Recipes,https://wiki.nanofab.ucsb.edu/wiki/Contact_Alignment_Recipes
Critical Point Dryer,https://wiki.nanofab.ucsb.edu/wiki/Critical_Point_Dryer
DS-K101-304 Bake Temp. versus Develop Rate,https://wiki.nanofab.ucsb.edu/wiki/DS-K101-304_Bake_Temp._versus_Develop_Rate
DSEIII (PlasmaTherm/Deep Silicon Etcher),https://wiki.nanofab.ucsb.edu/wiki/DSEIII_(PlasmaTherm/Deep_Silicon_Etcher)
DUMMY TOOL,https://wiki.nanofab.ucsb.edu/wiki/DUMMY_TOOL
DUV Flood Expose,https://wiki.nanofab.ucsb.edu/wiki/DUV_Flood_Expose
Dan Read,https://wiki.nanofab.ucsb.edu/wiki/Dan_Read
Decomissioned Tools,https://wiki.nanofab.ucsb.edu/wiki/Decomissioned_Tools
Deep UV Optical Microscope (Olympus),https://wiki.nanofab.ucsb.edu/wiki/Deep_UV_Optical_Microscope_(Olympus)
Demis D. John,https://wiki.nanofab.ucsb.edu/wiki/Demis_D._John
Deposition Data - temporary 2021-12-15,https://wiki.nanofab.ucsb.edu/wiki/Deposition_Data_-_temporary_2021-12-15
Develop Benches,https://wiki.nanofab.ucsb.edu/wiki/Develop_Benches
Develop Wet Benches,https://wiki.nanofab.ucsb.edu/wiki/Develop_Wet_Benches
Dicing Saw,https://wiki.nanofab.ucsb.edu/wiki/Dicing_Saw
Dicing Saw (ADT),https://wiki.nanofab.ucsb.edu/wiki/Dicing_Saw_(ADT)
Digital Microscope (Olympus DSX1000),https://wiki.nanofab.ucsb.edu/wiki/Digital_Microscope_(Olympus_DSX1000)
Direct-Write Lithography Recipes,https://wiki.nanofab.ucsb.edu/wiki/Direct-Write_Lithography_Recipes
Don Freeborn,https://wiki.nanofab.ucsb.edu/wiki/Don_Freeborn
Dry Etch,https://wiki.nanofab.ucsb.edu/wiki/Dry_Etch
Dry Etching Recipes,https://wiki.nanofab.ucsb.edu/wiki/Dry_Etching_Recipes
E-BEAM,https://wiki.nanofab.ucsb.edu/wiki/E-BEAM
E-Beam 1,https://wiki.nanofab.ucsb.edu/wiki/E-Beam_1
E-Beam 1 (Sharon),https://wiki.nanofab.ucsb.edu/wiki/E-Beam_1_(Sharon)
"E-Beam 1 - 4-inch, 4-wafer Fixture SOP","https://wiki.nanofab.ucsb.edu/wiki/E-Beam_1_-_4-inch,_4-wafer_Fixture_SOP"
E-Beam 2,https://wiki.nanofab.ucsb.edu/wiki/E-Beam_2
E-Beam 2 (Custom),https://wiki.nanofab.ucsb.edu/wiki/E-Beam_2_(Custom)
E-Beam 3,https://wiki.nanofab.ucsb.edu/wiki/E-Beam_3
E-Beam 3 (Temescal),https://wiki.nanofab.ucsb.edu/wiki/E-Beam_3_(Temescal)
E-Beam 4,https://wiki.nanofab.ucsb.edu/wiki/E-Beam_4
E-Beam 4 (CHA),https://wiki.nanofab.ucsb.edu/wiki/E-Beam_4_(CHA)
E-Beam 5 (Plasys),https://wiki.nanofab.ucsb.edu/wiki/E-Beam_5_(Plasys)
E-Beam Evaporation Recipes,https://wiki.nanofab.ucsb.edu/wiki/E-Beam_Evaporation_Recipes
E-Beam Evaporator 1,https://wiki.nanofab.ucsb.edu/wiki/E-Beam_Evaporator_1
E-Beam Evaporator 3,https://wiki.nanofab.ucsb.edu/wiki/E-Beam_Evaporator_3
E-Beam Lithography Recipes,https://wiki.nanofab.ucsb.edu/wiki/E-Beam_Lithography_Recipes
E-Beam Lithography System (JEOL JBX-6300FS),https://wiki.nanofab.ucsb.edu/wiki/E-Beam_Lithography_System_(JEOL_JBX-6300FS)
E-Beam Lithography System (Raith EBPG 5150+),https://wiki.nanofab.ucsb.edu/wiki/E-Beam_Lithography_System_(Raith_EBPG_5150%2B)
Edge Bead Removal via Photolithography for 4-inch Wafers,https://wiki.nanofab.ucsb.edu/wiki/Edge_Bead_Removal_via_Photolithography_for_4-inch_Wafers
Editing Tutorials,https://wiki.nanofab.ucsb.edu/wiki/Editing_Tutorials
Electronics Presentations,https://wiki.nanofab.ucsb.edu/wiki/Electronics_Presentations
Ellipsometer (Rudolph),https://wiki.nanofab.ucsb.edu/wiki/Ellipsometer_(Rudolph)
Ellipsometer (Woollam),https://wiki.nanofab.ucsb.edu/wiki/Ellipsometer_(Woollam)
Ellipsometer (Woollam) - Measuring thin dielectrics with Native Oxide pre-measurement,https://wiki.nanofab.ucsb.edu/wiki/Ellipsometer_(Woollam)_-_Measuring_thin_dielectrics_with_Native_Oxide_pre-measurement
Ellipsometer (Woollam) - Measuring thin metals with oxide pre-measurement,https://wiki.nanofab.ucsb.edu/wiki/Ellipsometer_(Woollam)_-_Measuring_thin_metals_with_oxide_pre-measurement
Equipment Group - Video Training Procedures,https://wiki.nanofab.ucsb.edu/wiki/Equipment_Group_-_Video_Training_Procedures
Errors,https://wiki.nanofab.ucsb.edu/wiki/Errors
Exposing a wafer piece,https://wiki.nanofab.ucsb.edu/wiki/Exposing_a_wafer_piece
FAQs,https://wiki.nanofab.ucsb.edu/wiki/FAQs
FIJI - Microscope Measurement Tools,https://wiki.nanofab.ucsb.edu/wiki/FIJI_-_Microscope_Measurement_Tools
Field Emission SEM 2 (JEOL 7600F),https://wiki.nanofab.ucsb.edu/wiki/Field_Emission_SEM_2_(JEOL_7600F)
Field Emission SEM 2 (JEOL IT800SHL),https://wiki.nanofab.ucsb.edu/wiki/Field_Emission_SEM_2_(JEOL_IT800SHL)
Film Stress (Tencor Flexus),https://wiki.nanofab.ucsb.edu/wiki/Film_Stress_(Tencor_Flexus)
Filmetrics F10-RT-UVX Operating Procedure,https://wiki.nanofab.ucsb.edu/wiki/Filmetrics_F10-RT-UVX_Operating_Procedure
Filmetrics F40-UV Microscope-Mounted,https://wiki.nanofab.ucsb.edu/wiki/Filmetrics_F40-UV_Microscope-Mounted
Filmetrics F40-UV Quick Start,https://wiki.nanofab.ucsb.edu/wiki/Filmetrics_F40-UV_Quick_Start
Filmetrics F50 - Operating Procedure,https://wiki.nanofab.ucsb.edu/wiki/Filmetrics_F50_-_Operating_Procedure
Flip-Chip Bonder,https://wiki.nanofab.ucsb.edu/wiki/Flip-Chip_Bonder
Flip-Chip Bonder (Finetech),https://wiki.nanofab.ucsb.edu/wiki/Flip-Chip_Bonder_(Finetech)
Flood Exposure Recipes,https://wiki.nanofab.ucsb.edu/wiki/Flood_Exposure_Recipes
Fluorescence Microscope (Olympus MX51),https://wiki.nanofab.ucsb.edu/wiki/Fluorescence_Microscope_(Olympus_MX51)
Fluorine ICP Etcher (PlasmaTherm/SLR Fluorine ICP),https://wiki.nanofab.ucsb.edu/wiki/Fluorine_ICP_Etcher_(PlasmaTherm/SLR_Fluorine_ICP)
Focused Ion-Beam Lithography (Raith Velion),https://wiki.nanofab.ucsb.edu/wiki/Focused_Ion-Beam_Lithography_(Raith_Velion)
Foong Fatt,https://wiki.nanofab.ucsb.edu/wiki/Foong_Fatt
Frequently Asked Questions,https://wiki.nanofab.ucsb.edu/wiki/Frequently_Asked_Questions
GCA 6300 Mask Making Guidance,https://wiki.nanofab.ucsb.edu/wiki/GCA_6300_Mask_Making_Guidance
GCA 6300 Reboot Procedures,https://wiki.nanofab.ucsb.edu/wiki/GCA_6300_Reboot_Procedures
GCA 6300 USer Accessible Commands,https://wiki.nanofab.ucsb.edu/wiki/GCA_6300_USer_Accessible_Commands
GCA 6300 training manual -old instructions,https://wiki.nanofab.ucsb.edu/wiki/GCA_6300_training_manual_-old_instructions
GCA Old full training manual,https://wiki.nanofab.ucsb.edu/wiki/GCA_Old_full_training_manual
Glossary,https://wiki.nanofab.ucsb.edu/wiki/Glossary
GoPro Hero8 Black (Internal),https://wiki.nanofab.ucsb.edu/wiki/GoPro_Hero8_Black_(Internal)
Gold Plating Bench,https://wiki.nanofab.ucsb.edu/wiki/Gold_Plating_Bench
Gold Plating Bench (Semcon),https://wiki.nanofab.ucsb.edu/wiki/Gold_Plating_Bench_(Semcon)
Gold surface oxidation (darkening) due to O2/N2 plasma; the need for O2 only recipe.,https://wiki.nanofab.ucsb.edu/wiki/Gold_surface_oxidation_(darkening)_due_to_O2/N2_plasma;_the_need_for_O2_only_recipe.
Goniometer,https://wiki.nanofab.ucsb.edu/wiki/Goniometer
Goniometer (Rame-Hart A-100) - Operating Procedure,https://wiki.nanofab.ucsb.edu/wiki/Goniometer_(Rame-Hart_A-100)_-_Operating_Procedure
Gopikrishnan G M,https://wiki.nanofab.ucsb.edu/wiki/Gopikrishnan_G_M
HF Processing Bench,https://wiki.nanofab.ucsb.edu/wiki/HF_Processing_Bench
HF Vapor Etch,https://wiki.nanofab.ucsb.edu/wiki/HF_Vapor_Etch
HF/TMAH Processing Bench,https://wiki.nanofab.ucsb.edu/wiki/HF/TMAH_Processing_Bench
HF/TMAH Processing Benches,https://wiki.nanofab.ucsb.edu/wiki/HF/TMAH_Processing_Benches
High Temp Oven (Blue M),https://wiki.nanofab.ucsb.edu/wiki/High_Temp_Oven_(Blue_M)
Holographic Lith/PL Setup,https://wiki.nanofab.ucsb.edu/wiki/Holographic_Lith/PL_Setup
Holographic Lith/PL Setup (Custom),https://wiki.nanofab.ucsb.edu/wiki/Holographic_Lith/PL_Setup_(Custom)
Homepage Draft1,https://wiki.nanofab.ucsb.edu/wiki/Homepage_Draft1
Hummer SEM Sample Coater - Techniques to reduce charging in SEMs,https://wiki.nanofab.ucsb.edu/wiki/Hummer_SEM_Sample_Coater_-_Techniques_to_reduce_charging_in_SEMs
IBD: Calibrating Optical Thickness,https://wiki.nanofab.ucsb.edu/wiki/IBD:_Calibrating_Optical_Thickness
ICP Etch 1 (Panasonic E626I),https://wiki.nanofab.ucsb.edu/wiki/ICP_Etch_1_(Panasonic_E626I)
ICP Etch 1 (Panasonic E646V),https://wiki.nanofab.ucsb.edu/wiki/ICP_Etch_1_(Panasonic_E646V)
ICP Etch 2 (Panasonic E626I),https://wiki.nanofab.ucsb.edu/wiki/ICP_Etch_2_(Panasonic_E626I)
ICP Etch 2 (Panasonic E640),https://wiki.nanofab.ucsb.edu/wiki/ICP_Etch_2_(Panasonic_E640)
ICP Etching Recipes,https://wiki.nanofab.ucsb.edu/wiki/ICP_Etching_Recipes
ICP-Etch (Unaxis VLR),https://wiki.nanofab.ucsb.edu/wiki/ICP-Etch_(Unaxis_VLR)
ICP-PECVD (Unaxis VLR),https://wiki.nanofab.ucsb.edu/wiki/ICP-PECVD_(Unaxis_VLR)
IR Aligner (SUSS MJB-3 IR),https://wiki.nanofab.ucsb.edu/wiki/IR_Aligner_(SUSS_MJB-3_IR)
IR Thermal Microscope (QFI),https://wiki.nanofab.ucsb.edu/wiki/IR_Thermal_Microscope_(QFI)
IR Thermal Microscope (QFI) - Standard Operating Procedure (HotSpot/ThermalEmission),https://wiki.nanofab.ucsb.edu/wiki/IR_Thermal_Microscope_(QFI)_-_Standard_Operating_Procedure_(HotSpot/ThermalEmission)
InP Etch Rate and Selectivity (InP/SiO2),https://wiki.nanofab.ucsb.edu/wiki/InP_Etch_Rate_and_Selectivity_(InP/SiO2)
InP Etch Test Result in Details,https://wiki.nanofab.ucsb.edu/wiki/InP_Etch_Test_Result_in_Details
InP Etch Test-in details,https://wiki.nanofab.ucsb.edu/wiki/InP_Etch_Test-in_details
InP Etch test -details,https://wiki.nanofab.ucsb.edu/wiki/InP_Etch_test_-details
InP etch result in details,https://wiki.nanofab.ucsb.edu/wiki/InP_etch_result_in_details
"Inspection, Test and Characterization","https://wiki.nanofab.ucsb.edu/wiki/Inspection,_Test_and_Characterization"
Intellemetrics Laser Etch Monitor Procedure for Panasonic ICP Etchers,https://wiki.nanofab.ucsb.edu/wiki/Intellemetrics_Laser_Etch_Monitor_Procedure_for_Panasonic_ICP_Etchers
Intellemetrics Laser Etch Monitor Procedure for Plasma-Therm Etchers,https://wiki.nanofab.ucsb.edu/wiki/Intellemetrics_Laser_Etch_Monitor_Procedure_for_Plasma-Therm_Etchers
Ion Beam Deposition (Veeco NEXUS),https://wiki.nanofab.ucsb.edu/wiki/Ion_Beam_Deposition_(Veeco_NEXUS)
JEOL IT800SHL - Reduced Charging Imaging Modes,https://wiki.nanofab.ucsb.edu/wiki/JEOL_IT800SHL_-_Reduced_Charging_Imaging_Modes
Jack Whaley,https://wiki.nanofab.ucsb.edu/wiki/Jack_Whaley
KLA Tencor P7 - Basic profile instructions,https://wiki.nanofab.ucsb.edu/wiki/KLA_Tencor_P7_-_Basic_profile_instructions
KLA Tencor P7 - Saving Profile Data,https://wiki.nanofab.ucsb.edu/wiki/KLA_Tencor_P7_-_Saving_Profile_Data
KLayout Design Tips,https://wiki.nanofab.ucsb.edu/wiki/KLayout_Design_Tips
Lab Rules,https://wiki.nanofab.ucsb.edu/wiki/Lab_Rules
Lab Rules OLD 2018,https://wiki.nanofab.ucsb.edu/wiki/Lab_Rules_OLD_2018
Lab Rules backup,https://wiki.nanofab.ucsb.edu/wiki/Lab_Rules_backup
Laser Etch Monitor Simulation in Python,https://wiki.nanofab.ucsb.edu/wiki/Laser_Etch_Monitor_Simulation_in_Python
Laser Etch Monitoring,https://wiki.nanofab.ucsb.edu/wiki/Laser_Etch_Monitoring
Laser Scanning Confocal M-scope (Olympus LEXT),https://wiki.nanofab.ucsb.edu/wiki/Laser_Scanning_Confocal_M-scope_(Olympus_LEXT)
Lee Sawyer,https://wiki.nanofab.ucsb.edu/wiki/Lee_Sawyer
LegacyTable,https://wiki.nanofab.ucsb.edu/wiki/LegacyTable
Lift-Off with DUV Imaging + PMGI Underlayer,https://wiki.nanofab.ucsb.edu/wiki/Lift-Off_with_DUV_Imaging_%2B_PMGI_Underlayer
Lift-Off with I-Line Imaging Resist + LOL2000 Underlayer,https://wiki.nanofab.ucsb.edu/wiki/Lift-Off_with_I-Line_Imaging_Resist_%2B_LOL2000_Underlayer
Lithography,https://wiki.nanofab.ucsb.edu/wiki/Lithography
Lithography Calibration - Analyzing a Focus-Exposure Matrix,https://wiki.nanofab.ucsb.edu/wiki/Lithography_Calibration_-_Analyzing_a_Focus-Exposure_Matrix
Lithography Chemicals,https://wiki.nanofab.ucsb.edu/wiki/Lithography_Chemicals
Lithography Recipes,https://wiki.nanofab.ucsb.edu/wiki/Lithography_Recipes
Logitech WBS7 - Procedure for Wax Mounting with Spin-On Crystalbond,https://wiki.nanofab.ucsb.edu/wiki/Logitech_WBS7_-_Procedure_for_Wax_Mounting_with_Spin-On_Crystalbond
Logitech WBS7 - Procedure for Wax Mounting with bulk Crystalbond Stick,https://wiki.nanofab.ucsb.edu/wiki/Logitech_WBS7_-_Procedure_for_Wax_Mounting_with_bulk_Crystalbond_Stick
Luis Zuzunaga,https://wiki.nanofab.ucsb.edu/wiki/Luis_Zuzunaga
MA6 Backside Alignment - Allowed Mark Locations,https://wiki.nanofab.ucsb.edu/wiki/MA6_Backside_Alignment_-_Allowed_Mark_Locations
MLA Recipes,https://wiki.nanofab.ucsb.edu/wiki/MLA_Recipes
MLA150 - CAD Files and Templates,https://wiki.nanofab.ucsb.edu/wiki/MLA150_-_CAD_Files_and_Templates
MLA150 - Design Guidelines,https://wiki.nanofab.ucsb.edu/wiki/MLA150_-_Design_Guidelines
MLA150 - Large Image GDS Generation,https://wiki.nanofab.ucsb.edu/wiki/MLA150_-_Large_Image_GDS_Generation
MLA150 - Troubleshooting,https://wiki.nanofab.ucsb.edu/wiki/MLA150_-_Troubleshooting
MSDS,https://wiki.nanofab.ucsb.edu/wiki/MSDS
MVD - Wafer Coating - Process Traveler,https://wiki.nanofab.ucsb.edu/wiki/MVD_-_Wafer_Coating_-_Process_Traveler
Mask Making Guidelines for Contact Aligners,https://wiki.nanofab.ucsb.edu/wiki/Mask_Making_Guidelines_for_Contact_Aligners
Maskless Aligner (Heidelberg MLA150),https://wiki.nanofab.ucsb.edu/wiki/Maskless_Aligner_(Heidelberg_MLA150)
Maskless Aligner Recipes,https://wiki.nanofab.ucsb.edu/wiki/Maskless_Aligner_Recipes
Measurements and Imaging with Amscope Camera - Quickstart Usage Guide,https://wiki.nanofab.ucsb.edu/wiki/Measurements_and_Imaging_with_Amscope_Camera_-_Quickstart_Usage_Guide
Mechanical Polisher (Allied),https://wiki.nanofab.ucsb.edu/wiki/Mechanical_Polisher_(Allied)
Michael Barreraz,https://wiki.nanofab.ucsb.edu/wiki/Michael_Barreraz
Microscopes,https://wiki.nanofab.ucsb.edu/wiki/Microscopes
Mike Barreraz,https://wiki.nanofab.ucsb.edu/wiki/Mike_Barreraz
Mike Day,https://wiki.nanofab.ucsb.edu/wiki/Mike_Day
Mike Silva,https://wiki.nanofab.ucsb.edu/wiki/Mike_Silva
Molecular Vapor Deposition,https://wiki.nanofab.ucsb.edu/wiki/Molecular_Vapor_Deposition
Molecular Vapor Deposition Recipes,https://wiki.nanofab.ucsb.edu/wiki/Molecular_Vapor_Deposition_Recipes
Nano-Imprint (Nanonex NX2000),https://wiki.nanofab.ucsb.edu/wiki/Nano-Imprint_(Nanonex_NX2000)
NanoFab Process Group,https://wiki.nanofab.ucsb.edu/wiki/NanoFab_Process_Group
Nanofab Job Postings,https://wiki.nanofab.ucsb.edu/wiki/Nanofab_Job_Postings
Nanofab New User Onboarding,https://wiki.nanofab.ucsb.edu/wiki/Nanofab_New_User_Onboarding
Nanofab Staff Internal Pages,https://wiki.nanofab.ucsb.edu/wiki/Nanofab_Staff_Internal_Pages
Nanofab-IT - Add Device to Network,https://wiki.nanofab.ucsb.edu/wiki/Nanofab-IT_-_Add_Device_to_Network
Nick test,https://wiki.nanofab.ucsb.edu/wiki/Nick_test
Ning Cao,https://wiki.nanofab.ucsb.edu/wiki/Ning_Cao
Noah Dutra,https://wiki.nanofab.ucsb.edu/wiki/Noah_Dutra
OLD - PECVD2 Recipes,https://wiki.nanofab.ucsb.edu/wiki/OLD_-_PECVD2_Recipes
Old Deposition Data - 2021-12-15,https://wiki.nanofab.ucsb.edu/wiki/Old_Deposition_Data_-_2021-12-15
Old Deposition Data - NastaziaM 2021-11-22,https://wiki.nanofab.ucsb.edu/wiki/Old_Deposition_Data_-_NastaziaM_2021-11-22
Old Training Manual,https://wiki.nanofab.ucsb.edu/wiki/Old_Training_Manual
Old training manual,https://wiki.nanofab.ucsb.edu/wiki/Old_training_manual
Older Publications,https://wiki.nanofab.ucsb.edu/wiki/Older_Publications
Olympus LEXT OLS4000 Confocal uScope - Quick Start,https://wiki.nanofab.ucsb.edu/wiki/Olympus_LEXT_OLS4000_Confocal_uScope_-_Quick_Start
Operating Instructions,https://wiki.nanofab.ucsb.edu/wiki/Operating_Instructions
Optical Film Spectra + Optical Properties (Filmetrics F10-RT-UVX),https://wiki.nanofab.ucsb.edu/wiki/Optical_Film_Spectra_%2B_Optical_Properties_(Filmetrics_F10-RT-UVX)
Optical Film Thickness & Wafer-Mapping (Filmetrics F50),https://wiki.nanofab.ucsb.edu/wiki/Optical_Film_Thickness_%26_Wafer-Mapping_(Filmetrics_F50)
Optical Film Thickness (Filmetrics),https://wiki.nanofab.ucsb.edu/wiki/Optical_Film_Thickness_(Filmetrics)
Optical Film Thickness (Nanometric),https://wiki.nanofab.ucsb.edu/wiki/Optical_Film_Thickness_(Nanometric)
Other Dry Etching Recipes,https://wiki.nanofab.ucsb.edu/wiki/Other_Dry_Etching_Recipes
Oven 4 (Fisher),https://wiki.nanofab.ucsb.edu/wiki/Oven_4_(Fisher)
Oven 4 (Thermo-Fisher HeraTherm),https://wiki.nanofab.ucsb.edu/wiki/Oven_4_(Thermo-Fisher_HeraTherm)
Oven 5 (Labline),https://wiki.nanofab.ucsb.edu/wiki/Oven_5_(Labline)
Ovens - Overview of All Lab Ovens,https://wiki.nanofab.ucsb.edu/wiki/Ovens_-_Overview_of_All_Lab_Ovens
"Ovens 1, 2 & 3 (Labline)","https://wiki.nanofab.ucsb.edu/wiki/Ovens_1,_2_%26_3_(Labline)"
Oxford Etcher - Sample Size Effect on Etch Rate,https://wiki.nanofab.ucsb.edu/wiki/Oxford_Etcher_-_Sample_Size_Effect_on_Etch_Rate
Oxford ICP Etcher (PlasmaPro 100 Cobra),https://wiki.nanofab.ucsb.edu/wiki/Oxford_ICP_Etcher_(PlasmaPro_100_Cobra)
Oxford ICP Etcher - Process Control Data,https://wiki.nanofab.ucsb.edu/wiki/Oxford_ICP_Etcher_-_Process_Control_Data
Oxygen Plasma System Recipes,https://wiki.nanofab.ucsb.edu/wiki/Oxygen_Plasma_System_Recipes
PECV1 Wafer Coating Process Traveler,https://wiki.nanofab.ucsb.edu/wiki/PECV1_Wafer_Coating_Process_Traveler
PECVD 1,https://wiki.nanofab.ucsb.edu/wiki/PECVD_1
PECVD 1 (PlasmTherm 790),https://wiki.nanofab.ucsb.edu/wiki/PECVD_1_(PlasmTherm_790)
PECVD 1 (PlasmaTherm 790),https://wiki.nanofab.ucsb.edu/wiki/PECVD_1_(PlasmaTherm_790)
PECVD 2 (Advanced Vacuum),https://wiki.nanofab.ucsb.edu/wiki/PECVD_2_(Advanced_Vacuum)
