url,title,content,chunk_number,total_chunks,character_count,content_type
https://wiki.nanofab.ucsb.edu/wiki/Wet_Benches#HF.2FTMAH_Processing_Bench,Wet Benches#HF.2FTMAH Processing Bench,"## Wafer Toxic Corrosive Benches
| Wafer Toxic Corrosive Bench   
---  
|  [![](https://wiki.nanofab.ucsb.edu/w/images/thumb/6/68/WaferToxicBench.jpg/300px-WaferToxicBench.jpg)](https://wiki.nanofab.ucsb.edu/wiki/File:WaferToxicBench.jpg)  
---  
| Location  | Bay 4   
---|---  
Tool Type  |  [Wet Processing](https://wiki.nanofab.ucsb.edu/wiki/Category:Wet_Processing ""Category:Wet Processing"")  
Manufacturer  | Pure Aire Corporation   
Description  | Custom Wafer-level Acid Bench   
* * *  
Primary Supervisor  |  [Aidan Hopkins](https://wiki.nanofab.ucsb.edu/wiki/Aidan_Hopkins ""Aidan Hopkins"")  
(805) 893-2343   
* * *  
Secondary Supervisor  |  [Mike Day ](https://wiki.nanofab.ucsb.edu/wiki/Mike_Day ""Mike Day"")  
* * *  
Materials  | HF, PureStrip, KOH, TMAH   
Recipes  |",11,16,783,text
https://wiki.nanofab.ucsb.edu/wiki/Wet_Benches#HF.2FTMAH_Processing_Bench,Wet Benches#HF.2FTMAH Processing Bench,"**NOTE: There is HF at this bench, so proper safety gear, including an _apron and face shield_ must be worn during use. Failure to abide by this rule will result in immediate suspension from the lab.**
### About
This bench has vertical baths for processing multiple wafers at a time, and is situated opposite the [Tystar Thermal Oxidation furnaces](https://wiki.nanofab.ucsb.edu/wiki/Tube_Furnace_\(Tystar_8300\) ""Tube Furnace \(Tystar 8300\)"") in order to perform the necessary cleaning of Silicon wafers prior to oxidation. 
Up to 6-inch wafers can be accommodated. 4-inch is typical. Various holders are provided. 
Please contact the supervisor for training on this bench, which includes use of the heater controllers, bubblers etc. 
[Spin-Rinse Dryers](https://wiki.nanofab.ucsb.edu/wiki/Spin_Rinse_Dryer_\(SemiTool\) ""Spin Rinse Dryer \(SemiTool\)"") for automated DI water rinse and N2 Dry of full cassettes are located adjacent to this bench. 
[![photo of Various wafer holders available at the wafer toxic corrosive bench](https://wiki.nanofab.ucsb.edu/w/images/thumb/b/b0/Bay_4_toxic_Corrosive_-_wafer_sample_holders_-_IMG_4243.jpg/300px-Bay_4_toxic_Corrosive_-_wafer_sample_holders_-_IMG_4243.jpg)](https://wiki.nanofab.ucsb.edu/wiki/File:Bay_4_toxic_Corrosive_-_wafer_sample_holders_-_IMG_4243.jpg)The various wafer holders available at the wafer toxic corrosive bench, for dipping into vertical baths.
### Detailed Specifications
  * HF Bath, vertical
  * PureStrip bath, Vertical 
    * Heated Bath, typically 70°C during use.
  * Quick-Dump-Rinse (QDR) bath, vertical 
    * Rapid DI water rinse of multiple wafers
  * KOH bath, vertical 
    * **Signups Required[on SignupMonkey](https://signupmonkey.ece.ucsb.edu/cgi-bin/users/browse.cgi?tool_ID=73)**
      * Heated, Typically ~80-90°C during Silicon etching.
      * Covered for water recapture
      * N2 Bubbler for improved etch uniformity
      * Up to 9 wafers at a time
  * TMAH Bath, Vertical
  * Numerous wafer holders and custom cassette sizes stored at the bench for general use.",12,16,2056,text
https://wiki.nanofab.ucsb.edu/wiki/Wet_Benches#HF.2FTMAH_Processing_Bench,Wet Benches#HF.2FTMAH Processing Bench,"## HF/TMAH Processing Bench
| HF/TMAH Processing Bench   
---  
|  [![](https://wiki.nanofab.ucsb.edu/w/images/thumb/6/6e/HFBench.jpg/300px-HFBench.jpg)](https://wiki.nanofab.ucsb.edu/wiki/File:HFBench.jpg)  
---  
| Location  | Bay 5   
---|---  
Tool Type  |  [Wet Processing](https://wiki.nanofab.ucsb.edu/wiki/Category:Wet_Processing ""Category:Wet Processing"")  
Manufacturer  | Pure Aire Corporation   
Description  | ?   
* * *  
Primary Supervisor  |  [Aidan Hopkins](https://wiki.nanofab.ucsb.edu/wiki/Aidan_Hopkins ""Aidan Hopkins"")  
(805) 893-2343   
* * *  
Secondary Supervisor  |  [Mike Day ](https://wiki.nanofab.ucsb.edu/wiki/Mike_Day ""Mike Day"")  
* * *  
Recipes  |   
  
**NOTE: Proper safety gear must be worn at all times when using the Acid Benches. For the HF benches this includes an apron and face shield. Failure to abide by this rule will result in immediate suspension from the lab. NO WARNINGS. PERIOD.**
### About
### Detailed Specifications
  * 2 Sinks, DI water
  * 2 Nitrogen guns for sample drying
  * Digital hot-plate stirrers
  * Ultrasonic Baths
  * **NO SOLVENTS**
  * HF Processing limited to these two benches
  * POLOS Spray-Spin-Rinse systems
  * Hepa Filtered Laminar Flow Hoods",13,16,1221,text
https://wiki.nanofab.ucsb.edu/wiki/Wet_Benches#HF.2FTMAH_Processing_Bench,Wet Benches#HF.2FTMAH Processing Bench,"## Plating Bench
| Plating Bench   
---  
|  [![](https://wiki.nanofab.ucsb.edu/w/images/thumb/5/5d/PlatingBench.jpg/300px-PlatingBench.jpg)](https://wiki.nanofab.ucsb.edu/wiki/File:PlatingBench.jpg)  
---  
| Location  | Bay 5   
---|---  
Tool Type  |  [Wet Processing](https://wiki.nanofab.ucsb.edu/wiki/Category:Wet_Processing ""Category:Wet Processing"")  
Manufacturer  | Pure Aire Corporation   
Description  | Electroplating chemical bench   
* * *  
Primary Supervisor  |  [Aidan Hopkins](https://wiki.nanofab.ucsb.edu/wiki/Aidan_Hopkins ""Aidan Hopkins"")  
(805) 893-2343   
* * *  
Secondary Supervisor  |  [Mike Day ](https://wiki.nanofab.ucsb.edu/wiki/Mike_Day ""Mike Day"")  
* * *  
Recipes  |",14,16,703,text
https://wiki.nanofab.ucsb.edu/wiki/Wet_Benches#HF.2FTMAH_Processing_Bench,Wet Benches#HF.2FTMAH Processing Bench,"### About
Custom plating may be performed at this bench. Gold electroplating can be performed with our automated [SEMCON Gold Plating system](https://wiki.nanofab.ucsb.edu/wiki/Gold_Plating_Bench ""Gold Plating Bench""), whereas other electroplating solutions should be used on this acid bench. 
### Detailed Specifications
The following equipment is provided at this bench for various types of electroplating. 
  * DC/Pulsed Power supply
  * Hotplate / Stirrer
  * Cables/electrodes
  * Chemistry hardware for suspending thermocouples, electrodes and samples in beakers.


Users must provide the following: 
  * Beakers for chemicals
  * Chemistry for performing the electroplating. [See this FAQ page](https://wiki.nanofab.ucsb.edu/wiki/Frequently_Asked_Questions#Bring_a_new_chemical.2Fmaterial_into_the_lab ""Frequently Asked Questions"") for info on supplied chemicals and bringing new chemicals.
  * Other ancillary hardware (tweezers, cases etc.)",15,16,949,text
https://wiki.nanofab.ucsb.edu/wiki/Wet_Benches#HF.2FTMAH_Processing_Bench,Wet Benches#HF.2FTMAH Processing Bench,"## Automated Wet-processing Spinners (POLOS)
### General Information
The POLOS spinners, installed on various Solvent, Acid/Base and Develop benches, allow for wafer spinning while applying wet chemistry. Users may program the spinners with custom programs. 
### Develop Bench POLOS Spinners
These POLOS spinners are hooked up to pressurized vessels for developer chemicals, and have closed lids with nozzles for fluid/nitrogen delivery. This enables automated spray/puddle developing. In addition, users can spin-drying after manual development. - especially helpful for larger wafers (eg. 100mm) which are more difficult to dry by hand. 
### Solvent Bench POLOS Spinners
These spinners are uncovered, allowing users to use our solvent squirt bottles & nitrogen guns for cleaning samples while spinning, which improves wafer cleanliness considerably. Several non-contact chucks for 100mm and 150mm wafers are available, which makes solvent cleaning the underside of these wafers especially useful and effective, without affecting any top-side photoresist, lithography or patterning. 
### Acid/Base/HF Bench POLOS Spinners
_To be Added_
Retrieved from ""[https://wiki.nanofab.ucsb.edu/w/index.php?title=Wet_Benches&oldid=162383](https://wiki.nanofab.ucsb.edu/w/index.php?title=Wet_Benches&oldid=162383)""",16,16,1302,text
https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance,Autostep 200 Mask Making Guidance,"## Contents
  * [1 Stepper Mask Tutorials](https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance#Stepper_Mask_Tutorials)
  * [2 Photomask Ordering Info](https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance#Photomask_Ordering_Info)
  * [3 Submission Details](https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance#Submission_Details)
  * [4 Mask Layout](https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance#Mask_Layout)
  * [5 Alignment Marks (Global, Local/DFAS)](https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance#Alignment_Marks_\(Global,_Local/DFAS\))
    * [5.1 Test Structures](https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance#Test_Structures)
  * [6 CAD Files](https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance#CAD_Files)",1,10,845,text
https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance,Autostep 200 Mask Making Guidance,"## Stepper Mask Tutorials
If you are new to stepper masks, please see these tutorials before starting your design.
[![Schematic of stepper blocking off adjacent Images on reticle and exposure onto different wafer locations.](https://wiki.nanofab.ucsb.edu/w/images/thumb/0/0b/Stepper_Reticle_Tutorial_-_Reticle_Masking_Schematic.png/300px-Stepper_Reticle_Tutorial_-_Reticle_Masking_Schematic.png)](https://wiki.nanofab.ucsb.edu/w/images/c/cb/Demis_D_John_-_Stepper_Reticle_Layout_vs_Wafer_Layout.pdf)**[Click for Stepper Reticle Tutorial](https://wiki.nanofab.ucsb.edu/w/images/c/cb/Demis_D_John_-_Stepper_Reticle_Layout_vs_Wafer_Layout.pdf)** Stepper Reticle Patterns (“images”) can optionally be much more sophisticated and flexible than contact plates.
  * **[Stepper Reticle Layout vs Wafer Layout (Demis D. John)](https://wiki.nanofab.ucsb.edu/w/images/c/cb/Demis_D_John_-_Stepper_Reticle_Layout_vs_Wafer_Layout.pdf)** _-_ explains how Stepper mask layout is very different than other litho systems.
  * **[Stepper Reticle Layout (Advanced) - Complex Experiments and Variations](https://wiki.nanofab.ucsb.edu/wiki/Stepper_Reticle_Layout_\(Advanced\)_-_Complex_Experiments_and_Variations ""Stepper Reticle Layout \(Advanced\) - Complex Experiments and Variations"")** - If you need many design variations on your wafer.",2,10,1320,text
https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance,Autostep 200 Mask Making Guidance,"## Photomask Ordering Info
  * Plate Material: Soda-Lime or Quartz / Chrome
  * Dimensions: 5"" x 5"" x 0.090""
  * Magnification: 5x (assuming CAD file shows on-wafer patterns)
  * Right Reading if Chrome is Down (assuming CAD file shows on-wafer patterns)
  * Barcode is optional, but recommended. Max number of characters for GCA barcodes is 10
  * Instruct vendor that design is for a ""_**GCA AutoStep200 with 5x reduction**_ "".
  * You can insert your design into the photomask template yourself (below) with no barcode, or ask the vendor to insert your 1x (wafer-scale) design into the appropriate GCA template and they can add a barcode.
  * **[Photomask Ordering Procedure for UCSB Users](https://wiki.nanofab.ucsb.edu/wiki/Photomask_Ordering_Procedure_for_UCSB_Users ""Photomask Ordering Procedure for UCSB Users"")** - see this page for how to submit your order into the purchasing system. 
    * Request our negotiated quote (for ACADEMICS ONLY) from [Demis](https://wiki.nanofab.ucsb.edu/wiki/Demis_D._John ""Demis D. John"") or [Brian](https://wiki.nanofab.ucsb.edu/wiki/Brian_Thibeault ""Brian Thibeault"").",3,10,1112,text
https://wiki.nanofab.ucsb.edu/wiki/Autostep_200_Mask_Making_Guidance,Autostep 200 Mask Making Guidance,"## Submission Details
When submitting the photo mask order, the following notes/definitions apply: 
  1. ""_Grade_ "" determines the price, and is chosen based on required feature size (smaller feature size is more expensive). This is found on the vendor's quote, or you ask the vendor for a price based on desired minimum feature size. Although you will submit your CAD file at 1x wafer scale, the actual reticle is printed 5x larger, so make sure to choose your reticle grade accounting for this; eg. If I want to shoot 1.0µm lines, I should choose a photomask grade better/equal to 5.0µm.
  2. “ _GDS Level_ ” is the “layer number”
  3. ""_topcell_ "" is the name of the Cell in your CAD file that contains the hierarchy of patterns to print.
  4. Typically printed ""_Right reading (legible) with Chrome Down_ "", if your CAD is exactly what you want on the wafer.
  5. “ _Min. Feature on Mask_ /Lines” refers to minimum clear or chrome feature, assuming features similar to lines/spaces. See ""_Grade_ "" above.
  6. “ _Min. Contact_ ” refers to features with aspect ratio close to 1:1, eg. Squares and circles. These have a separate spec due to the manufacturing process, so make sure to choose the appropriate grade of photomask with this in mind.
  7. Choose a Critical Dimension “ _CD_ ” similar to your most critical feature (scaled up to the reticle scale), so they will print & measure & guarantee test structures at that size.
  8. For UCSB purchases: you will need to submit your order in UCSB Procurement Gateway _**first**_ (as a ""_Non-Catalogue Item_ ""), with the cost estimate & grade/product code from our negotiated quote, so that you can get the Purchase Order (PO) Number. Then submit the order form to the photomask vendor with this PO number entered on their order form.",4,10,1786,text
